date,Sentiment,Reporting,Movement,Actions,Information,Miscellaneous,Preparation,Other
2012-11-05 10:44:25,Positive_Coping,What_Others_Are_Doing,"","",Pass_On_Information,"","",""
2012-11-01 14:45:36,"","","","","","","",""
2012-10-25 09:20:09,"","","","","","","",""
2012-10-26 16:43:00,"","","","","","","",""
2012-11-06 13:45:18,"","","","","","","",""
2012-10-30 16:35:39,"","","","","","","",""
2012-10-31 11:55:15,"","","","","","","",""
2012-11-04 10:20:07,"","","","","","","",""
2012-11-04 11:15:37,"","","","","","","",""
2012-11-02 19:40:58,"","","","","","","",""
2012-10-29 22:47:56,"","","","","","","",""
2012-11-03 20:37:16,"","","","","","","",""
2012-11-06 16:20:56,"","","","","","","",""
2012-10-26 09:04:07,"","","","","","","",""
2012-11-02 10:35:35,"","","","","","","",""
2012-10-28 13:47:18,"","","","","","","",""
2012-10-26 19:53:44,"","","","","","","",""
2012-10-28 10:32:16,"","","","","","","",""
2012-11-05 06:24:38,"","","","","","","",""
2012-10-31 00:33:50,"",External_Natural_Environment,"","","","","",""
2012-10-22 20:57:22,"","","","","","","",""
2012-11-06 20:32:15,"","","","","","","",""
2012-10-28 00:10:02,"","","","","","","",""
2012-10-31 19:20:16,"","","","","","","",""
2012-10-27 17:00:37,"","","","","","","",""
2012-11-02 13:23:40,"","","","",Pass_On_Information,"",Transportation_Planning,""
2012-10-23 22:19:59,"","","","","","","",""
2012-10-30 21:51:35,"",External_Natural_Environment,"","",Pass_On_Information,"","",""
2012-10-24 16:03:46,"","","","","","","",""
2012-11-03 19:06:09,"","","","","","","",""
2012-11-03 11:57:46,"","","","","","","",""
2012-10-27 23:19:58,"","","","","","","",""
2012-11-05 13:22:31,"","","","","","","",""
2012-11-04 17:17:00,"","","","","","","",""
2012-11-06 14:37:14,"","","","","","","",""
2012-10-28 08:30:03,"","","","","","","",""
2012-11-06 17:47:27,"","","","","","","",""
2012-11-05 09:58:49,"","","","","","","",""
2012-10-30 09:04:51,"","","","",Pass_On_Information,"","",""
2012-11-01 20:05:55,"","","","",Seek_Information,"","",""
2012-10-25 14:13:16,"","","","","","","",""
2012-10-31 17:38:32,"","","","","","","",""
2012-11-06 11:29:05,"","","","","","","",""
2012-10-26 12:35:26,"","","","","","","",""
2012-11-06 15:18:24,"","","","","","","",""
2012-10-29 13:20:28,"","","","","","","",""
2012-11-02 12:00:03,"","","","","","","",""
2012-10-23 09:20:04,"","","","","","","",""
2012-11-03 22:47:52,"","","","","","","",""
2012-10-24 13:32:55,"","","","","","","",""
2012-11-06 18:26:08,"","","","","","","",""
2012-10-28 15:53:06,"","","","","","","",""
2012-10-29 13:29:47,"","","","","","","",""
2012-11-01 19:44:56,"",Other_Non_Natural_Environment,"","","","","",""
2012-11-02 18:54:53,"","","","","","","",""
2012-11-03 17:32:43,"","","","","","","",""
2012-10-27 02:49:00,"","","","","","","",""
2012-10-23 18:16:01,"","","","","","","",""
2012-11-06 22:56:33,"","","","","","","",""
2012-10-28 15:38:46,"","","","","","","",""
2012-10-23 01:11:31,"","","","","","","",""
2012-10-29 20:52:42,Positive_Coping,"","","","","","",""
2012-11-01 18:42:43,"","","","","","","",""
2012-11-06 23:47:57,"","","","","","","",""
2012-10-25 20:18:13,"","","","","","","",""
2012-10-25 17:22:59,"","","","","","","",""
2012-10-26 12:51:42,"","","","","","","",""
2012-10-27 09:59:25,"","","","","","","",""
2012-11-05 16:10:31,"","","","","","","",""
2012-10-31 21:22:01,"",Other_Non_Natural_Environment,"","","","","",""
2012-11-04 14:30:30,"","","","","","","",""
2012-10-22 12:16:34,"","","","","","","",""
2012-10-22 10:55:52,"","","","","","","",""
2012-11-02 16:38:29,"",Immediate_Personal_Environment,"",Power_For_Life,"","","",""
2012-10-27 13:08:32,"","","","","","","",""
2012-10-26 06:21:25,"","","","","","","",""
2012-11-06 05:30:59,"","","","","","","",""
2012-10-22 10:01:55,"","","","","","","",""
2012-10-28 13:50:03,Settled,"","","","","","",""
2012-10-28 14:05:35,"","","","","","","",""
2012-10-24 09:41:17,"","","","","","","",""
2012-11-06 05:51:11,"","","","","","","",""
2012-11-01 21:17:14,"",Other_Non_Natural_Environment,"",Power_For_Life,Pass_On_Information,"","",""
2012-11-06 19:31:12,"","","","","","","",""
2012-10-31 11:00:41,"",External_Natural_Environment,"","","","","",""
2012-11-04 17:26:49,"","","","","","","",""
2012-11-06 16:55:55,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-31 12:20:28,"","","","","","","",""
2012-10-28 22:11:32,Settled,External_Natural_Environment,"","","","","",""
2012-10-30 21:45:11,Humor,"","","","","","",""
2012-11-01 10:03:05,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-23 17:20:32,"","","","","","","",""
2012-10-22 06:00:52,"","","","","","","",""
2012-10-30 18:58:24,"","","","","","","",""
2012-10-29 19:43:09,"","","","","","","",""
2012-10-26 19:55:21,"","","","","","","",""
2012-10-28 17:56:13,Settled,"","","","","",Changing_Plans,""
2012-10-28 21:28:55,"","","","","","","",""
2012-11-06 23:16:22,"","","","","","","",""
2012-10-24 20:22:01,"","","","","","","",""
2012-11-02 16:37:34,"","","","","","","",""
2012-10-26 13:53:11,"","","","","","","",""
2012-10-29 15:46:10,Frustrated,Immediate_Personal_Environment,"","","","","",""
2012-10-24 11:49:10,"","","","","","","",""
2012-11-06 12:18:33,"","","","","","","",""
2012-11-04 13:53:33,"",Immediate_Personal_Environment,"","","","","",""
2012-10-29 10:42:46,Frustrated,"","","","","","",""
2012-11-05 16:40:15,"","","","","","","",""
2012-10-28 14:36:07,"",External_Natural_Environment,"","",Pass_On_Information,"","",""
2012-10-27 12:26:06,"","","","","","","",""
2012-11-06 00:13:09,"","","","","","","",""
2012-10-25 05:32:44,"","","","","","","",""
2012-10-29 20:58:47,"","","","","","","",""
2012-10-24 10:28:46,"","","","","","","",""
2012-10-28 22:47:01,Positive_Coping,"","","","","","",""
2012-10-28 12:04:23,"","","","","","","",""
2012-10-27 22:40:38,"","","","","","","",""
2012-10-23 08:41:51,"","","","","","","",""
2012-10-31 09:48:27,Bored,"","","",Pass_On_Information,"","",""
2012-10-30 23:44:38,"","","","","","","",""
2012-10-23 13:16:08,"","","","","","","",""
2012-11-06 17:55:47,"","","","","","","",""
2012-10-29 21:55:41,"",What_Others_Are_Doing,"","",Pass_On_Information,"","",""
2012-11-06 17:28:31,"","","","","","","",""
2012-10-27 14:27:55,"","","","","","","",""
2012-10-29 16:00:06,"","","","","","","",""
2012-11-02 13:46:18,"",External_Natural_Environment,"","","","","",""
2012-10-28 18:39:01,"","","","","","","",""
2012-10-25 20:52:08,"","","","","","","",""
2012-11-06 11:07:35,"",Immediate_Personal_Environment,"",Power_For_Communication,"","","",""
2012-11-04 08:13:31,"","","","","","","",""
2012-10-27 12:52:39,"","","","","","","",""
2012-10-30 22:36:24,"","","","","","","",""
2012-10-30 12:53:42,"","","","","","","",""
2012-10-28 17:10:46,"","","","","","","",""
2012-11-05 21:29:27,"","","","","","","",""
2012-10-23 10:44:23,"","","","","","","",""
2012-11-01 11:01:04,"","","","",Seek_Information,"","",""
2012-10-22 16:24:15,"","","","","","","",""
2012-10-28 06:24:58,"","","","","","","",""
2012-10-30 13:13:15,"","","","","","","",""
2012-11-05 15:49:09,"","","","","","","",""
2012-10-27 23:39:32,"","","","","","","",""
2012-11-02 18:42:46,"","","","","","","",""
2012-10-25 14:28:25,"","","","","","","",""
2012-11-03 13:05:34,"","","","","","","",""
2012-11-03 22:21:31,"","","","","","","",""
2012-10-27 21:32:26,"","","","","","","",""
2012-11-02 11:18:02,Positive_Coping,Other_Non_Natural_Environment,"","","","","",""
2012-10-24 21:41:23,"","","","","","","",""
2012-11-06 20:38:03,"","","","","","","",""
2012-11-03 09:06:33,"","","","",Pass_On_Information,"","",""
2012-10-27 10:06:11,"","","","","","","",""
2012-11-04 14:04:12,"","","","","","","",""
2012-11-04 15:27:25,"","","","","","","",""
2012-10-28 20:19:12,"","","","","","","",""
2012-11-01 12:09:13,"","","","","","","",""
2012-10-29 14:32:36,"","","","","","","",""
2012-10-23 06:14:06,"","","","","","","",""
2012-10-30 08:36:12,"",Other_Non_Natural_Environment,"","",Pass_On_Information,"","",""
2012-10-28 22:51:48,"","","","","","","",""
2012-11-01 23:16:30,Positive_Coping,"","","",Pass_On_Information,"","",""
2012-11-02 12:49:31,"","","","","","","",""
2012-11-02 19:38:30,"","","","","","","",""
2012-10-31 18:29:23,"","","","","","","",""
2012-10-29 22:58:42,"","","","","","","",""
2012-10-28 12:54:50,"","","","","","","",""
2012-10-28 22:42:22,"","","","","","","",""
2012-11-01 21:38:12,Frustrated,Immediate_Personal_Environment,"",Power_For_Life,"","","",""
2012-11-04 14:24:37,"","","","","","","",""
2012-10-23 13:29:02,"","","","","","","",""
2012-10-31 14:39:47,"","","","","","","",""
2012-11-03 13:50:39,"","","","","","","",""
2012-10-25 11:56:28,"","","","","","","",""
2012-11-06 21:01:05,"","","","","","","",""
2012-10-28 16:49:46,Positive_Coping,"","","","","","",""
2012-10-22 16:24:52,"","","","","","","",""
2012-11-05 21:56:03,"","","","","","","",""
2012-11-01 16:55:42,"","","","","","","",""
2012-11-01 19:58:08,"","","","",Pass_On_Information,"","",""
2012-11-01 06:57:12,"","","","","","","",""
2012-10-30 17:05:29,"","","","","","","",""
2012-10-29 10:31:52,"","","","","","","",""
2012-10-26 18:01:15,"","","","","","","",""
2012-10-22 07:36:24,"","","","","","","",""
2012-11-04 11:47:09,"","","","","","","",""
2012-10-25 20:31:20,"","","","","","","",""
2012-11-06 15:53:27,"","","","","","","",""
2012-11-02 17:14:42,"","","","","","","",""
2012-11-02 11:55:47,Frustrated,"","","","","","",""
2012-10-24 20:23:31,"","","","","","","",""
2012-10-27 15:18:33,"","","","","","","",""
2012-11-04 00:16:30,"","","","","","","",""
2012-10-25 23:57:32,"","","","","","","",""
2012-11-03 13:44:04,"","","","",Pass_On_Information,"","",""
2012-10-29 16:29:37,"","","","","","","",""
2012-11-06 22:40:22,"","","","","","","",""
2012-10-29 12:31:01,"",External_Natural_Environment,"","",Pass_On_Information,"","",""
2012-10-29 07:36:53,"","","","","","","",""
2012-10-23 03:54:03,"","","","","","","",""
2012-10-23 07:29:20,"","","","","","","",""
2012-10-22 05:57:23,"","","","","","","",""
2012-10-24 21:27:46,"","","","","","","",""
2012-11-04 15:08:14,"","","","","","",Transportation_Planning,""
2012-10-24 23:58:08,"","","","","","","",""
2012-10-28 22:11:32,"","","","","","","",""
2012-10-25 11:50:02,"","","","","","","",""
2012-11-05 18:56:00,"","","","","","","",""
2012-11-04 12:45:25,"","","","","","","",""
2012-10-28 17:53:13,"","","","",Pass_On_Information,"","",""
2012-10-29 15:10:23,"","","","","","","",""
2012-10-26 17:41:20,"","","","","","","",""
2012-10-30 14:47:43,"","","","","","","",""
2012-11-01 23:32:50,"","","","","","","",""
2012-10-29 13:09:28,"","","","","","","",""
2012-11-06 22:25:44,"","","","","","","",""
2012-10-23 12:32:17,"","","","","","","",""
2012-10-27 01:54:38,"","","","","","","",""
2012-10-22 22:48:46,"","","","","","","",""
2012-11-04 13:08:32,"","","","","","","",""
2012-10-29 13:21:00,"","","","","",Household_Information,"",""
2012-11-04 06:32:29,"","","","","","","",""
2012-10-27 13:13:37,"","","","","","","",""
2012-11-06 14:53:38,"","","","","","","",""
2012-10-25 00:01:57,"","","","","","","",""
2012-10-26 09:58:22,"","","","","","","",""
2012-11-03 12:35:52,"","","","","","","",""
2012-10-31 19:02:49,"","","","","","","",""
2012-10-29 14:51:17,"","","",Booze,"","","",""
2012-10-23 14:09:49,"","","","","","","",""
2012-10-28 20:09:11,"","","","","","","",""
2012-11-06 21:56:25,"","","","","","","",""
2012-10-29 20:55:27,"","","","","","","",""
2012-10-26 12:23:00,"","","","","","","",""
2012-11-06 23:36:44,"","","","","","","",""
2012-11-02 15:02:15,"","","","","","","",""
2012-11-03 19:50:07,"","","","","","","",""
2012-11-03 21:16:10,"","","","","","","",""
2012-10-25 12:17:54,"","","","",Pass_On_Information,"","",""
2012-10-27 10:33:09,"","","","","","","",""
2012-10-27 14:26:57,"","","","","","","",""
2012-11-05 21:31:51,"","","","","","","",""
2012-10-23 17:08:05,"","","","","","","",""
2012-10-29 21:35:36,"","","","","","","",""
2012-10-28 06:12:54,"","","","","","","",""
2012-11-01 18:24:25,"","","","","","","",""
2012-10-29 23:59:03,"","","","","","","",""
2012-11-05 08:22:30,"","","","","","","",""
2012-10-30 17:13:22,Bored,Immediate_Personal_Environment,"","","","","",""
2012-11-06 17:16:42,"","","","","","","",""
2012-11-06 09:32:56,"","","","","","","",""
2012-10-24 17:08:21,"","","","","","","",""
2012-10-28 18:48:02,"","","","",Pass_On_Information,"","",""
2012-10-28 13:01:50,"","","","","","","",""
2012-11-01 09:36:57,"","","","","","","",""
2012-11-04 21:58:07,"","","","","","","",""
2012-11-05 14:23:19,"","","","","","","",""
2012-10-26 14:31:23,"","","","","","","",""
2012-10-26 18:23:04,"","","","","","","",""
2012-10-28 15:43:26,"","","","","","","",""
2012-10-31 09:48:21,"","","","","","","",""
2012-10-26 19:36:25,"","","","","","","",""
2012-10-27 17:35:09,"","","","","","","",""
2012-10-27 12:14:16,"","","","","","","",""
2012-11-06 11:31:30,"","","","","","","",""
2012-10-31 04:29:55,"",What_Others_Are_Doing,"","","","","",""
2012-10-31 14:41:47,"","","","","","","",""
2012-10-22 18:20:10,"","","","","","","",""
2012-11-04 13:15:38,"","","","","","","",""
2012-10-29 10:03:53,"",External_Natural_Environment,"","","","","",""
2012-11-06 22:05:57,"","","","","","","",""
2012-10-30 17:00:25,"","","","","","","",""
2012-10-26 04:10:59,"","","","","","","",""
2012-10-22 07:47:30,"","","","","","","",""
2012-10-28 14:49:11,"","","","","","","",""
2012-11-05 10:27:03,"","","","","","","",""
2012-11-03 13:38:43,"","","","","","","",""
2012-11-01 11:13:03,"","","","","","","",""
2012-10-28 23:10:54,"","","","","","","",""
2012-10-30 17:19:57,"","","","","","","",""
2012-11-03 19:59:14,"","","","","","","",""
2012-11-01 18:42:11,"","","","","","","",""
2012-10-23 13:11:38,"","","","","","","",""
2012-10-28 22:45:34,"","","","","","","",""
2012-10-24 07:18:26,"","","","","","","",""
2012-11-03 21:01:06,"","","","","","","",""
2012-10-28 20:14:09,"","","","","","","",""
2012-11-02 12:49:43,"","","","","","","",""
2012-10-29 10:25:01,"","","","","","","",""
2012-11-05 10:27:41,"","","","","","","",""
2012-10-25 06:08:43,"","","","","","","",""
2012-11-04 13:50:53,"","","","","","","",""
2012-11-05 14:04:00,"","","","","","","",""
2012-10-29 14:49:10,"","",Move_Somewhere_Safer,"","","","",""
2012-10-27 22:00:37,"","","","","","","",""
2012-11-06 17:54:06,"","","","","","","",""
2012-11-05 15:42:13,"","","","","","","",""
2012-10-24 21:52:24,"","","","","","","",""
2012-10-22 06:24:48,"","","","","","","",""
2012-10-29 12:26:42,"",Immediate_Personal_Environment,"","","","","",""
2012-10-28 10:18:11,"","","","","","","",""
2012-11-04 15:07:12,"","","","","","","",""
2012-11-03 06:09:44,"","","","","","","",""
2012-10-24 10:59:16,"","","","","","","",""
2012-11-06 21:37:29,"","","","","","","",""
2012-10-23 16:43:53,"","","","","","","",""
2012-11-04 19:58:37,"","","","","","","",""
2012-10-23 13:52:54,"","","","","","","",""
2012-10-27 18:41:57,"","","","","","","",""
2012-11-02 19:12:46,"","","","","","","",""
2012-10-29 09:30:16,"","","","","","","",""
2012-10-28 18:51:02,"","","","","","","",""
2012-11-03 06:45:55,Frustrated,"","",Supplies,"","","",""
2012-10-29 23:06:08,"","","","","","","",""
2012-10-30 05:29:53,"","","","",Seek_Information,"","",""
2012-10-23 14:07:14,"","","","","","","",""
2012-10-25 21:18:30,"","","","","","","",""
2012-11-03 16:19:10,"","","","","","","",""
2012-11-05 06:55:42,"","","","","","","",""
2012-11-03 16:46:51,"","","","","","","",""
2012-10-26 08:56:45,"","","","","","","",""
2012-10-24 23:13:21,"","","","","","","",""
2012-11-06 20:43:16,"","","","","","","",""
2012-10-28 13:03:12,Humor,External_Natural_Environment,"",Booze,Pass_On_Information,"","",""
2012-10-28 12:05:39,"","","","","","","",""
2012-10-28 20:21:15,"","","","","","","",""
2012-10-26 17:51:20,"","","","","","","",""
2012-11-01 01:09:23,"","","","","","","",""
2012-10-29 07:58:51,"","","","","","","",""
2012-10-29 21:12:29,"","","","",Pass_On_Information,"","",""
2012-11-06 22:26:45,"","","","","","","",""
2012-11-03 08:52:29,"","","","","","","",""
2012-11-03 13:04:37,"","","","","","","",""
2012-11-01 11:34:16,"","","","","","","",""
2012-10-22 10:39:56,"","","","","","","",""
2012-10-23 14:09:14,"","","","","","","",""
2012-11-02 08:28:06,"","","","","","","",""
2012-10-25 11:46:44,"","","","","","","",""
2012-11-01 12:20:48,"","","","","","","",""
2012-10-28 14:36:00,"","","","","","","",""
2012-11-02 06:46:51,"","","","","","","",""
2012-10-22 13:30:09,"","","","","","","",""
2012-10-24 07:42:29,"","","","","","","",""
2012-10-29 10:52:08,"",External_Natural_Environment,"","","","","",""
2012-10-31 17:10:26,"","","","","","","",""
2012-10-28 21:27:07,"","","","","","","",""
2012-11-02 15:11:32,"","","","","","","",""
2012-11-02 16:23:24,"","","","","","","",""
2012-10-26 09:28:53,"","","","","","","",""
2012-10-25 12:14:29,"","","","","","","",""
2012-11-06 18:15:55,"","","","","","","",""
2012-11-06 22:54:57,"","","","","","","",""
2012-11-04 08:34:12,"","","","","","","",""
2012-10-26 10:19:42,"","","","","","","",""
2012-10-28 20:17:28,"","","","","","","",""
2012-10-26 19:53:10,"","","","","","","",""
2012-10-24 16:36:56,"","","","","","","",""
2012-10-25 15:52:36,"","","","","","","",""
2012-11-05 14:38:48,"","","","","","","",""
2012-11-03 00:52:02,"","","","","","","",""
2012-10-31 00:32:23,"",External_Natural_Environment,"","","","","",""
2012-11-02 21:50:11,"","","","","","","",""
2012-10-22 10:10:37,"","","","","","","",""
2012-10-23 13:36:16,"","","","","","","",""
2012-10-28 08:50:43,"","","","","","","",""
2012-10-25 14:03:56,"","","","","","","",""
2012-10-25 08:00:56,"","","","","","","",""
2012-11-03 06:08:13,"","","","","","","",""
2012-10-29 12:38:30,"","","","","","","",""
2012-10-30 19:28:51,"","","","","","","",""
2012-10-31 18:44:57,"","","","","","","",""
2012-10-22 15:07:07,"","","","","","","",""
2012-10-30 10:54:31,"","","","","","","",""
2012-11-06 21:22:01,"","","","","","","",""
2012-11-03 22:10:57,"","","","","","","",""
2012-10-28 23:41:44,"","","","","","","",""
2012-11-01 09:55:54,"",What_Others_Are_Doing,"","","","","",""
2012-10-29 09:23:37,"","","","","","","",""
2012-10-29 20:21:55,"","","",Booze,"","","",""
2012-11-05 18:56:27,"","","","","","","",""
2012-11-04 14:19:48,"",External_Natural_Environment,"","","","","",""
2012-10-22 07:52:17,"","","","","","","",""
2012-10-29 16:01:40,"","","","","","","",""
2012-10-29 21:22:35,"","","","","","","",""
2012-10-31 21:28:38,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-29 13:48:50,"","","",Power_For_Communication,"","","",""
2012-10-25 20:30:56,"","","","","","","",""
2012-10-29 10:27:48,"",Immediate_Personal_Environment,"","","","","",""
2012-10-28 01:58:03,"","","","","","","",""
2012-10-30 14:12:25,"","","","","","","",""
2012-10-24 13:21:36,"","","","","","","",""
2012-10-28 19:28:26,"","","","","","","",""
2012-11-01 16:25:27,"","","","","","","",""
2012-10-31 08:53:31,"","","","","","","",Other
2012-10-29 13:57:44,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-28 17:11:40,Worried,"","","","","","",""
2012-10-24 20:19:38,"","","","","","","",""
2012-11-04 05:16:31,"","","","","","","",""
2012-11-06 23:52:59,"","","","","","","",""
2012-10-23 22:20:41,"","","","","","","",""
2012-11-01 14:37:55,"","","","","","","",""
2012-10-30 00:52:38,"",Other_Non_Natural_Environment,"","",Pass_On_Information,"","",""
2012-10-24 02:53:59,"","","","","","","",""
2012-10-23 18:32:22,"","","","","","","",""
2012-10-26 12:14:05,"","","","","","","",""
2012-11-01 05:22:34,"","","","","","","",""
2012-11-04 10:19:05,"","","","","","","",""
2012-10-22 16:23:14,"","","","","","","",""
2012-10-29 21:49:43,Positive_Coping,What_Others_Are_Doing,"","","","","",""
2012-10-31 10:21:41,Positive_Coping,"","","","","","",""
2012-10-25 23:04:55,"","","","","","","",""
2012-11-03 02:53:01,"","","","","","","",""
2012-10-30 11:51:16,"","","","","","","",""
2012-10-27 22:37:17,"","","","","","","",""
2012-11-06 23:15:11,"","","","","","","",""
2012-10-27 01:00:09,"","","","","","","",""
2012-11-04 20:10:18,"","","","","","","",""
2012-11-01 10:30:17,"","","","","","","",""
2012-11-05 21:31:25,"","","","","","","",""
2012-11-03 20:23:45,Positive_Coping,Other_Non_Natural_Environment,"","","","","",""
2012-10-25 08:56:12,"","","","","","","",""
2012-11-01 09:59:11,"","","","","","","",""
2012-11-04 13:16:45,"","","","","","","",""
2012-10-31 17:26:00,"","","","","","","",""
2012-10-25 20:01:51,"","","","","","","",""
2012-10-28 16:15:55,"",What_Others_Are_Doing,"","","","","",""
2012-10-28 21:52:24,"","","","","","","",""
2012-11-04 19:11:09,"","","","","","","",""
2012-11-06 14:31:03,"","","","","","","",""
2012-11-01 17:37:54,"","","","","","","",""
2012-10-24 03:17:15,"","","","","","","",""
2012-10-29 13:00:21,"","","","","","","",""
2012-10-27 16:54:56,"","","","","","","",""
2012-11-02 07:53:48,"","","","","","","",""
2012-10-22 19:26:51,"","","","","","","",""
2012-10-24 17:55:13,"","","","","","","",""
2012-10-23 11:47:35,"","","","","","","",""
2012-10-28 06:30:58,"","","","","","","",""
2012-10-22 14:14:05,"","","","","","","",""
2012-10-29 14:15:46,"","","","","","","",""
2012-11-02 15:10:56,Positive_Coping,Other_Non_Natural_Environment,"","","","","",""
2012-10-22 15:06:00,"","","","","","","",""
2012-11-01 21:18:07,"","","","","","","",""
2012-11-06 16:55:38,"","","","","","","",""
2012-10-25 06:31:17,"","","","","","","",""
2012-10-29 21:06:31,"","","","","","","",""
2012-10-25 20:37:33,"","","","","","","",""
2012-10-24 13:57:31,"","","","","","","",""
2012-10-29 19:38:51,"","","","","","","",""
2012-11-01 19:13:15,"","","","","","","",""
2012-11-05 06:49:54,"","","","","","","",""
2012-10-30 13:23:45,"","","","","","","",""
2012-10-22 07:50:20,"","","","","","","",""
2012-11-05 12:46:20,"","","","","","","",""
2012-10-27 22:25:02,"","","","","","","",""
2012-10-22 21:21:16,"","","","","","","",""
2012-10-24 19:45:22,"","","","","","","",""
2012-10-28 16:48:39,"","","","","","","",""
2012-10-27 22:10:53,"","","","","","","",""
2012-10-29 01:27:00,"","","","","","","",""
2012-10-24 13:20:28,"","","","","","","",""
2012-10-29 19:23:53,Excited,Other_Non_Natural_Environment,"","","","","",""
2012-10-28 15:13:56,"","","","","","","",""
2012-11-04 22:49:24,"","","","","","","",""
2012-11-02 22:47:31,"","","","","","","",""
2012-10-28 11:00:14,"","","","","","","",""
2012-10-28 18:03:55,"","","","","","","",""
2012-11-06 21:17:28,"","","","","","","",""
2012-10-28 14:09:09,"",What_Others_Are_Doing,"","","","","",""
2012-11-06 07:35:28,"","","","","","","",""
2012-10-22 20:29:15,"","","","","","","",""
2012-11-05 10:40:22,"","","","","","","",""
2012-11-03 21:06:50,"","","","","","","",""
2012-10-28 16:15:29,"","","","","","","",""
2012-11-02 19:34:14,"","","",Booze,"","","",""
2012-11-01 21:43:41,"","","","","","","",""
2012-10-26 06:24:31,"","","","","","","",""
2012-10-28 20:24:02,"","","","","","","",""
2012-10-24 21:47:30,"","","","","","","",""
2012-10-26 06:15:03,"","","","","","","",""
2012-10-29 13:14:30,"","","","","","","",""
2012-11-01 16:41:52,"","","","","","","",""
2012-11-06 21:35:24,"","","","","","","",""
2012-11-03 19:18:13,"","","","","","","",""
2012-10-28 16:39:53,"","","","","","","",""
2012-11-04 19:16:51,"","","","","","","",""
2012-10-28 17:33:31,"","","","","","","",""
2012-11-02 08:39:46,"","","","","","","",""
2012-10-24 16:00:32,"","","","","","","",""
2012-11-05 14:48:29,"","","","","","","",""
2012-11-06 23:51:12,"","","","","","","",""
2012-10-29 20:11:24,"",Immediate_Personal_Environment,"",Supplies,"","","",""
2012-10-24 17:49:06,"","","","","","","",""
2012-11-06 23:11:54,"","","","","","","",""
2012-11-06 22:56:24,"","","","","","","",""
2012-10-28 20:19:50,"","","","","","","",""
2012-10-29 20:40:44,"",External_Natural_Environment,"","","","","",""
2012-10-29 18:19:21,"",External_Natural_Environment,"","","","","",""
2012-10-23 07:04:16,"","","","","","","",""
2012-10-29 16:18:05,"","","","","","","",""
2012-10-24 21:27:07,"","","","","","","",""
2012-10-29 16:04:57,"","","","","","","",""
2012-11-06 07:20:06,"","","","","","","",""
2012-11-03 00:02:49,"","","","","","","",""
2012-10-24 08:17:20,"","","","","","","",""
2012-11-05 05:28:01,"","","","","","","",""
2012-10-28 21:39:07,Frustrated,"","","","","","",""
2012-11-03 13:44:24,"","","","","","","",""
2012-11-03 19:38:49,"","","","","","","",""
2012-10-25 14:18:02,"","","","","","","",""
2012-10-26 09:35:27,"","","","","","","",""
2012-11-03 18:34:19,"","","","","","","",""
2012-11-05 05:00:11,"","","","","","","",""
